id,car_id,make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,city,price,body_type,fuel_type,transmission
137,jEY4wdZdPlMJy71PbMB4GBmJmDAGnSB,Toyota,Corolla,2012,Gray,Foreign Used,178118.0,1800.0,,Imported,Imported,Lugbe District,15080000,Sedan,Petrol,Automatic
138,jEY4wdZM2Q4pk8mAopJCDZbUQfb5PyB,Toyota,Avalon,2003,Blue,Nigerian Used,310596.0,3000.0,,Registered,Registered,Ojodu,3045000,Sedan,Petrol,Automatic
139,jEY4wdZy28bFIEG448flNmYu9Zrol9W,Toyota,Camry,2012,Black,Nigerian Used,181708.0,2500.0,,Registered,Imported,Central Business District,9975000,,Petrol,Automatic
140,jEY4wdZmn69RfiXhTWmRaDSaqzuT87p,Lincoln,Navigator,2003,Off white,Foreign Used,215204.0,4700.0,,Imported,Imported,Uyo,5250000,SUV,Petrol,Automatic
141,jEY4wdZgt9kBx77UJ7TsPT2XVO3u1Jl,Toyota,Corolla,2017,Black,Nigerian Used,276528.0,1800.0,LAGOS,Registered,Imported,Lekki,9975000,,Petrol,Automatic
142,jEY4wdZSqa5eg6ZgTitJHCIrFEMzWs5,Toyota,Corolla,2003,Gray,Nigerian Used,299999.0,1800.0,,Registered,Registered,Isolo,4160000,,Petrol,Automatic
143,jEY4wdZLSUJK5N071i3C4nDhH0pOfdA,Toyota,Corolla,2014,Black,Nigerian Used,122226.0,1800.0,Abuja,Registered,Registered,Port-Harcourt,11340000,,Petrol,CVT
144,jEY4wdZIKoXVsOQaJqlnpfHzzfWWevS,Toyota,RAV4,2016,Red,Nigerian Used,172508.0,2500.0,Lagos,Registered,Imported,Alimosho,17325000,SUV,Petrol,Automatic
145,jEY4wdZWLFR584MaPORv2bycc7qkFlw,Toyota,Corolla,2009,Gray,Nigerian Used,236564.0,1800.0,Lagos,Registered,Registered,Ibadan,6760000,,Petrol,Automatic
146,jEY4wdZd7J2DoXUwQMEU9TfUahiLEjl,Mazda,B-series,2002,Gray,Nigerian Used,263947.0,3000.0,,Registered,Registered,Gudu,3465000,,Petrol,Automatic
147,jEY4wdZAtXjMHbm9JiVS9fy7lwAkS3e,Mercedes-Benz,M Class,2008,Black,Nigerian Used,306512.0,3500.0,,Registered,Imported,Jabi,9450000,SUV,Petrol,Automatic
148,jEY4wdZFjFQPiH4aNSPB7hl0SpvtusB,Honda,Accord,2009,Gray,Nigerian Used,180922.0,3500.0,LAGOS,Registered,Imported,Alimosho,4620000,,Petrol,Automatic
149,jEY4wdZjjsmZ5ZZHVXXUe5hQiOfu8ON,Toyota,4-Runner,2015,Silver,Foreign Used,89062.0,4000.0,,Imported,Imported,Ikeja,33075000,SUV,Petrol,Automatic
150,jEY4wdZvxoei4Y3PUQiuTo62lpl9oF1,Hyundai,Tucson,2014,Blue,Foreign Used,196497.0,2400.0,,Imported,Imported,Ojodu,15750000,SUV,Petrol,Automatic
151,jEY4wdZI5mfdPqga3P7lgqpIuMJXkRv,Lexus,RX 300,2001,Blue,Nigerian Used,236496.0,3000.0,Lagos,Registered,Imported,Ajah,5250000,SUV,Petrol,Automatic
152,jEY4wdZP3z3BFHTXgdfZMaC0pwMQpa2,Land Rover,Range Rover,2012,Black,Nigerian Used,163843.0,4400.0,LAGOS,Registered,Imported,Ojodu,6825000,SUV,Petrol,Automatic
153,jEY4wdZEJRk4VDT9R5SXejkWnO1QWvJ,Land Rover,Range Rover,2014,White,Nigerian Used,97966.0,5000.0,LAGOS,Registered,Imported,Lekki,42000000,SUV,Petrol,Automatic
154,jEY4wdZXGnE3IskDpK2llD0f79DWzRi,Kia,Sportage,2013,Black,Nigerian Used,60416.0,2000.0,,Registered,Imported,Ikoyi,10350000,SUV,Petrol,Automatic
155,jEY4wdZLcgAI5ielQTSzftqAWJH2A0Z,Mercedes-Benz,C300,2017,Gray,Foreign Used,162548.0,2000.0,,Imported,Imported,Lekki,23205000,,Petrol,Automatic
156,jEY4wdZuq9IYaOfWURAlX55ugqrd1il,Nissan,Altima,2005,Black,Nigerian Used,353779.0,3500.0,Ondo,Registered,Imported,Akure,1470000,,Petrol,Automatic
157,jEY4wdZfy5LaJnr5nFKRNdWdPGUt9lN,Honda,CR-V,2003,Brown,Nigerian Used,301366.0,2400.0,LAGOS,Registered,Registered,Kosofe,2520000,SUV,Petrol,Automatic
158,jEY4wdZwA5GZQrxHUQ8XWbqjlgk86uZ,Peugeot,406,2002,White,Nigerian Used,183667.0,2000.0,Abuja,Registered,Registered,Kubwa,2100000,,Petrol,Manual
159,jEY4wdZlVNSpyvKibRAe7HIh6pg8qpB,Honda,Civic,2007,Silver,Nigerian Used,169584.0,1800.0,LAGOS,Registered,Registered,Lekki,3375000,,Petrol,Automatic
160,jEY4wdZXIhlBRn9QumJvwrLPwe6hCXr,Toyota,Corolla,2017,Blue,Foreign Used,69335.0,1800.0,,Imported,Imported,Ibadan,16800000,,Petrol,Automatic
161,jEY4wdZF4xynnBuLx6aOY4WP0tPEa5T,Toyota,Camry,2013,Gray,Nigerian Used,78962.0,2500.0,Abuja,Registered,Registered,Ibadan,9870000,,Petrol,Automatic
162,jEY4wdZXaZXEx4h6E8lS1L4qB2lqHVq,Mercedes-Benz,GLK-Class,2010,White,Foreign Used,311161.0,3500.0,,Imported,Imported,Abule Egba,19760000,SUV,Petrol,Automatic
163,jEY4wdZnkaAalYwkbNGdimwfTdRHcvI,Toyota,Sienna,1999,Gold,Nigerian Used,394433.0,3000.0,Lagos,Registered,Registered,Lugbe District,4200000,Minivan,Petrol,Automatic
164,jEY4wdZOygPqOazWkuClfVXxzgcmkns,Toyota,Camry,2006,Silver,Nigerian Used,480685.0,2400.0,LAGOS,Registered,Imported,Ilupeju,4160000,,Petrol,Automatic
165,jEY4wdZEPJnEx2PKTUTnKBM2rl4fXdF,Honda,City,2008,Gray,Nigerian Used,185976.0,1800.0,Lagos,Registered,Imported,Amuwo-Odofin,3150000,,Petrol,Manual
166,jEY4wdZIPyNutAOf0w3gVDk6Ks7u0sV,Toyota,Corolla,2004,White,Nigerian Used,209491.0,1800.0,Lagos,Registered,Imported,Ikeja,3160500,,Petrol,Automatic
167,jEY4wdZXlqCEliINk47U7sfaLhyWCkz,Dodge,Challenger,2014,Black,Nigerian Used,74095.0,5700.0,LAGOS,Registered,Imported,Lekki,11550000,Coupe,Petrol,Automatic
168,jEY4wdZc6Ng2O01S1kRmHF9H09mhU8V,Pontiac,Vibe,2009,Red,Foreign Used,90582.0,2400.0,,Imported,Imported,Karu,10400000,,Petrol,Automatic
169,jEY4wdZN1UZ1Ytr33pVj71edr49W7lT,Honda,Accord,2008,Gray,Nigerian Used,140567.0,2800.0,LAGOS,Registered,Registered,Ikorodu,4680000,Sedan,Petrol,Automatic
170,jEY4wdZg9maezC8uzYW5pJUr1qlGQa1,Ford,Escape,2018,Gray,Nigerian Used,95082.0,1500.0,LAGOS,Registered,Brand new,Magodo,11550000,SUV,Petrol,Automatic
171,jEY4wdZTOt9iBTEFI0lyy47pj6lW8BM,Honda,Pilot,2005,Silver,Nigerian Used,168124.0,3500.0,,Registered,Imported,Amuwo-Odofin,3712500,SUV,Petrol,Automatic
172,jEY4wdZLi4CNgHtTFQQjDWf2R0efeUZ,Hyundai,Santa Fe,2003,Red,Nigerian Used,253170.0,3500.0,LAGOS,Registered,Registered,Uyo,2940000,SUV,Petrol,Automatic
173,jlCs49PZvStJrmJtCmfMjpFk1m5WEC,Toyota,RAV4,2008,Silver,Nigerian Used,102740.0,2400.0,Lagos,Registered,Registered,Ogudu,8437500,SUV,Petrol,Automatic
174,jEY4wdZFcBjwU461xlMGPMTeEvKOJ0O,Toyota,Camry,2005,Gray,Nigerian Used,484657.0,2400.0,,Registered,Imported,Karu,7280000,,Petrol,Automatic
175,jEY4wdZa3py8WdvtxQXThwt5mhdUCcV,Toyota,Venza,2014,Brown,Foreign Used,58506.0,2700.0,,Imported,Imported,Ojodu,19125000,SUV,Petrol,Automatic
176,jlCs49Q5FcrNAbuiilhsZtmvRuJ6nz,Mercedes-Benz,C300,2011,Black,Nigerian Used,102209.0,3000.0,,Registered,Registered,Jabi,7350000,,Petrol,Automatic
177,jEY4wdZcZ0Mln4vbPVItZ8YutbaH0Xw,Kia,Rio,2013,Black,Nigerian Used,194073.0,1200.0,LAGOS,Registered,Registered,Ilupeju,3255000,,Petrol,Manual
178,jlCs49QB1g8nJkNmbzRuu6u35VhSKe,Peugeot,508,2013,Black,Nigerian Used,189112.0,1800.0,Abuja,Registered,Registered,Kubwa,8400000,,Petrol,Automatic
179,jEY4wdZmWgffNCu4P198xV085hZKzJj,Mercedes-Benz,C300,2012,White,Nigerian Used,157653.0,3000.0,Abia State,Registered,Imported,Alimosho,7875000,,Petrol,Automatic
180,jEY4wdZu0nnLAN2wJDFjqQD64u8aHgc,Mercedes-Benz,E550,2010,Off white,Nigerian Used,184279.0,5500.0,Abuja,Registered,Imported,Ajah,8505000,,Petrol,Automatic
181,jEY4wdZVvg83bAWlBVekzr9cw7Of45W,Honda,Pilot,2005,Silver,Nigerian Used,219766.0,3500.0,LAGOS,Registered,Registered,Yaba,3675000,SUV,Petrol,Automatic
182,jEY4wdZg2CuobGl4uJUhcObve5NTlvs,Honda,Accord,2008,Gray,Nigerian Used,278282.0,2400.0,,Registered,Registered,Surulere,4162500,,Petrol,Automatic
183,jEY4wdZBlXZhVBG6c0Slr0f754e6EQm,Samsung,SM7,2008,Gray,Nigerian Used,201404.0,3500.0,Rivers,Registered,Registered,Port-Harcourt,4725000,,Petrol,Automatic
184,jEY4wdZLkyZBCOgLspLx2TvF0GIdrXQ,Kia,Rio,2022,Black,Nigerian Used,811.0,1600.0,,Registered,Brand new,Gudu,19950000,,Petrol,Automatic
185,jlCs49Qh6GzRbMzRSQCs3F2ErEOWpd,Honda,Ridgeline,2006,Gray,Nigerian Used,70900.0,3500.0,Abuja,Registered,Imported,Akure,4725000,,Petrol,Automatic
186,jEY4wdZo8ASFfhaxf7rlJd01cftKago,Volkswagen,Passat,2011,White,Nigerian Used,166721.0,2500.0,Rivers,Registered,Registered,Port-Harcourt,3037500,Sedan,Petrol,Automatic
187,jEY4wdZh2gKExvZvvzRGTV3RiFgi9Mj,Honda,Accord Crosstour,2010,Black,Nigerian Used,113336.0,3500.0,Rivers,Registered,Registered,Port-Harcourt,4500000,SUV,Petrol,Automatic
188,jEY4wdZxthv65oSSJIYlLWSiCQzmswD,Mercedes-Benz,G-Class,2021,White,Foreign Used,376.0,4000.0,,Imported,Imported,Ikoyi,472500000,SUV,Petrol,Automatic
189,jEY4wdZKSzeNW1gQkvXVAoP372GSNda,Toyota,Camry,2003,Gray,Nigerian Used,382689.0,2400.0,Abuja,Registered,Registered,Lugbe District,3990000,,Petrol,Automatic
190,jEY4wdZMiz65wrviammQN6IbLciIKyr,Lexus,LX,2013,Burgandy,Nigerian Used,108003.0,5700.0,LAGOS,Registered,Imported,Lekki,49500000,SUV,Petrol,Automatic
191,jEY4wdZTpisWB040jQ4LcXBKFk8NS6g,Toyota,Camry,2007,Gray,Nigerian Used,109922.0,2400.0,,Registered,Imported,Alimosho,6032000,,Petrol,Automatic
192,jEY4wdZuyLF1IsvzRuRnYBg1VOiDO2Y,Toyota,Camry,2002,Black,Nigerian Used,413051.0,2400.0,Lagos,Registered,Registered,Port-Harcourt,3937500,Sedan,Petrol,Automatic
193,jEY4wdZM7SHLbII1BSwXajAbioqEQv5,Toyota,Corolla,2004,Gray,Nigerian Used,224035.0,1800.0,EDO,Registered,Registered,Benin City,5200000,,Petrol,Automatic
194,jEY4wdZylLWgEU9tuQ6cbcAQNVabh1l,Mercedes-Benz,C300,2015,Silver,Nigerian Used,123294.0,2000.0,,Registered,Imported,Lekki,31500000,,Petrol,Automatic
195,jEY4wdZFXbqKuLirMUmZTsSCyguqrDt,Lexus,RX 350,2010,Black,Foreign Used,125852.0,3500.0,,Imported,Registered,Karu,19740000,SUV,Petrol,Automatic
196,jEY4wdZBJCSy2NVj6fEC5v7Vr1quhgD,Acura,MDX,2008,White,Nigerian Used,227750.0,3500.0,Lagos,Registered,Registered,Owerri,6300000,SUV,Petrol,Automatic
197,jEY4wdZjbOSVVsSgXXNgIcjlBflcWVi,GMC,Terrain,2016,Black,Nigerian Used,107082.0,3500.0,NIL,Registered,Registered,Yaba,15750000,SUV,Petrol,Automatic
198,jEY4wdZnCsE702Ol1u7Sjj9ijvDSsyc,Nissan,Altima,2008,Black,Nigerian Used,328918.0,2500.0,,Registered,Registered,Lekki,4725000,,Petrol,Automatic
199,jEY4wdZxORsLjKNUE5ZN1FEJyjzu3U9,Honda,Accord,2008,Blue,Nigerian Used,199953.0,2400.0,LAGOS,Registered,Registered,Abule Egba,3600000,,Petrol,Automatic
200,jEY4wdZa0X5s3vLCBczO64aUjIkx4gl,Toyota,Venza,2013,Silver,Nigerian Used,171293.0,3500.0,LAGOS,Registered,Imported,Oshimili South,13650000,SUV,Petrol,Automatic
201,jEY4wdZiKsnd5zwyccwZ4KNk91iXB6E,Honda,Accord,2006,Black,Nigerian Used,531109.0,2400.0,,Registered,Registered,Gwarinpa,3360000,,Petrol,Automatic
202,jlCs49QCvL2rJGWpfTyFSSvS3jcGhX,Lexus,RX 350,2010,Gray,Nigerian Used,198882.0,3500.0,Abuja,Registered,Imported,Port-Harcourt,14910000,SUV,Petrol,Automatic
203,jlCs49QiRy5n5y0xDXVHtvL67FE44x,Nissan,Almera,2015,Red,Foreign Used,73409.0,2500.0,,Imported,Imported,Ajah,8925000,,Petrol,CVT
204,jEY4wdZHHpb7JhmZoMIEaZ1rbmWuyoj,Honda,Accord,2008,Black,Foreign Used,196450.0,2400.0,,Imported,Imported,Akure,5625000,,Petrol,Automatic
205,jEY4wdZWIuA3ufn6PGRrAMyGwaLxZGs,Honda,CR-V,2009,Blue,Nigerian Used,180497.0,3500.0,LAGOS,Registered,Registered,Yaba,5625000,SUV,Petrol,Automatic
206,jEY4wdZEv6aU00y1vM3HJ5RikZ2bKDN,Toyota,Corolla,2005,Red,Nigerian Used,299999.0,1800.0,,Registered,Registered,Port-Harcourt,5200000,,Petrol,Automatic
207,jEY4wdZfAJI8e62ZrsVOa3tPThbPFHy,Toyota,Highlander,2011,Green,Foreign Used,181581.0,3500.0,,Imported,Imported,Ilupeju,20250000,SUV,Petrol,Automatic
208,jEY4wdZtRspiHFQG3egiK39wtiAoakN,Lexus,LX,2016,Black,Nigerian Used,75622.0,5700.0,,Registered,Imported,Ikeja,99750000,SUV,Petrol,Automatic
209,jEY4wdZnJL6ZVmdadoGgptwUfNw2m6w,Toyota,Camry,2005,Black,Nigerian Used,209309.0,2400.0,LAGOS,Registered,Registered,Magodo,2940000,,Petrol,Automatic
210,jEY4wdZWVa8gDYyaXFm48aSi5WvKkek,Toyota,Highlander,2008,White,Nigerian Used,191476.0,3500.0,ABUJA,Registered,Imported,Benin City,9360000,SUV,Petrol,Automatic
211,jEY4wdZrOAf3t7GtT3yQkBOLYRpc1tk,Mercedes-Benz,GLE-Class,2017,Blue,Foreign Used,263941.0,3500.0,,Imported,Imported,Surulere,56250000,SUV,Petrol,Automatic
212,jEY4wdZB2fyCRLugOTnmHDCVsysjjcW,Toyota,Camry,2009,Black,Nigerian Used,76788.0,3500.0,Lagos,Registered,Registered,Port-Harcourt,5062500,,Petrol,Automatic
213,jEY4wdZTncNVzpI6YL6PAjlKJDQl4vF,Toyota,Sienna,2005,Gold,Nigerian Used,216450.0,3300.0,LAGOS,Registered,Imported,Abule Egba,3507000,,Petrol,Automatic
214,jEY4wdZqQMUQnxF0KXT7gZ7oIwW7aHA,Peugeot,206,2001,Silver,Nigerian Used,56482.0,1400.0,,Registered,Registered,Lugbe District,2250000,,Petrol,Automatic
215,jEY4wdZ9MY1trvQlBcbz8nGseGFHT6v,Ford,Edge,2012,Red,Nigerian Used,165223.0,3500.0,Lagos,Registered,Registered,Port-Harcourt,6750000,SUV,Petrol,Automatic
216,jEY4wdZkwvRjzee7ooHj7KefpRpqcsS,Toyota,RAV4,1999,Silver,Nigerian Used,236070.0,2000.0,,Registered,Imported,Ogba,2812500,SUV,Petrol,Automatic
217,jEY4wdZt60cJd3uaMsDlu2R8CJJrBCb,Toyota,Corolla,2013,Red,Foreign Used,112723.0,1800.0,,Imported,Imported,Akure,13000000,,Petrol,Automatic
218,jEY4wdZcBypGb0gqnulInK9BAKNbjhi,Toyota,Corolla,2016,Blue,Foreign Used,206951.0,1800.0,,Imported,Imported,Uyo,12705000,Sedan,Petrol,Automatic
219,jEY4wdZutntj7fpzEIvEHAa0eBVJK4G,Chery,Arrizo 5,2024,Silver,Brand New,796.0,1600.0,,Brand new,Brand new,Ikeja,39375000,,Petrol,Automatic
220,jEY4wdZEwvPNO0tWPqfqsBNkP70NNAc,Honda,Civic,2007,Gold,Nigerian Used,247982.0,1600.0,,Registered,Registered,Ikeja,3375000,,Petrol,Automatic
221,jEY4wdZcL2NSkAajW98S31HYAgHA317,Toyota,Matrix,2005,Gray,Nigerian Used,233127.0,1800.0,,Registered,Registered,Asokoro,3675000,Hatchback,Petrol,Automatic
222,jEY4wdZbEaFS89FKGi3c9P0mWeurvCs,Honda,Odyssey,2007,Blue,Nigerian Used,173426.0,3500.0,Lagos,Registered,Registered,Ikeja,3825000,,Petrol,Automatic
223,jEY4wdZTb5i8VB5e1gSFiPT7NVwgjgm,Toyota,Corolla,2010,White,Nigerian Used,103334.0,1800.0,,Registered,Registered,Gudu,7800000,,Petrol,Automatic
224,jEY4we01e7DAaUJEnBJPt6YI6WEaljw,Honda,Accord Crosstour,2011,Black,Nigerian Used,154532.0,3500.0,Lagos,Registered,Imported,Alimosho,6090000,Crossover,Petrol,Automatic
225,jEY4wdZpZ9ZqaGXF3MJ0GlUikPRz03R,Lexus,IS,2006,Silver,Nigerian Used,368630.0,3500.0,ABUJA,Registered,Registered,Kaduna / Kaduna State,6750000,,Petrol,Automatic
226,jEY4wdZSGSz4RKX4AYbYzt8x2e3Y8nQ,Mercedes-Benz,GLE-Class,2019,White,Foreign Used,99782.0,3000.0,,Imported,Imported,Ilupeju,67500000,Coupe,Petrol,Automatic
227,jEY4wdZCtXgSpRw5LEVGR6WpnlLAbcj,Honda,Accord,2012,Silver,Nigerian Used,229218.0,3500.0,Abuja,Registered,Registered,Owerri,7350000,Sedan,Petrol,Automatic
228,jlCs49QbYPtm8XYzscKuobcnZQBuVP,Toyota,4-Runner,2003,Silver,Nigerian Used,148648.0,4700.0,,Registered,Registered,Port-Harcourt,5775000,SUV,Petrol,Automatic
229,jEY4wdZvyFLqz1Rnb29hkQAKeo94J5q,Toyota,Corolla,2003,Red,Nigerian Used,480415.0,1800.0,Lagos,Registered,Imported,Alimosho,2520000,,Petrol,Automatic
230,jEY4wdZAmgCGRjOYleurFlnCuWt9DaH,Toyota,Camry,2007,Gray,Nigerian Used,281018.0,2400.0,Abuja,Registered,Imported,Lugbe District,7280000,,Petrol,Automatic
231,jEY4wdZpxGSJeMXQD5zxioess5Jvu5F,Toyota,Camry,2012,Black,Foreign Used,164876.0,2500.0,,Imported,Imported,Gwarinpa,12022500,,Petrol,Automatic
232,jEY4wdZTaFZPXWmLFdLeqeeARqjBnE0,Toyota,Camry,2011,White,Foreign Used,387305.0,2500.0,,Imported,Imported,Abeokuta North,10687500,,Petrol,Automatic
233,jEY4wdZJeoXKFogw3GZXVDTjCO9PWMT,Honda,City,2007,Black,Nigerian Used,262453.0,1300.0,,Registered,Registered,Karu,3150000,,Petrol,Manual
234,jEY4wdZqR2qLYYMJoBNJdubANvd57aQ,Toyota,Highlander,2015,Black,Foreign Used,31095.0,3500.0,,Imported,Imported,Port-Harcourt,31500000,SUV,Petrol,CVT
235,jEY4wdZVw5XZTAoX8zOYofUDgONeo6m,Lexus,RX,2010,Blue,Nigerian Used,152272.0,3500.0,Abuja,Registered,Registered,Kubwa,17640000,SUV,Petrol,Automatic
236,jEY4wdZPuMe5Tk6S72Plfp3mdq3gxwA,Toyota,Sienna,2004,White,Nigerian Used,237552.0,3500.0,Abuja,Registered,Registered,Kubwa,6195000,,Petrol,Automatic
237,jEY4wdZOIpwIV5rLQcfjnAHi9V92ZpZ,Toyota,Matrix,2004,Red,Nigerian Used,115396.0,1800.0,LAGOS,Registered,Registered,Ipaja,3675000,,Petrol,Automatic
238,jEY4wdZVtFZFKPNySaYo1rzp4PP7zNh,Mercedes-Benz,GLK-Class,2011,White,Foreign Used,212323.0,3500.0,,Imported,Imported,Lugbe District,17680000,SUV,Petrol,Automatic
239,jEY4wdZWcK8QcEMfqqhxCuvBi56BpP0,Toyota,Camry,2005,Silver,Nigerian Used,332246.0,2400.0,,Registered,Registered,Ikeja,3937500,,Petrol,Automatic
240,jEY4wdZrzP9jpLv0mJnZkYau29iCFrY,Toyota,Corolla,2013,Silver,Nigerian Used,159586.0,1800.0,LAGOS,Registered,Registered,Yaba,9450000,,Petrol,Automatic
241,jEY4wdZHzwsTc2l3AekVyH5SWRWOzOm,Land Rover,Range Rover Velar,2018,Black,Foreign Used,79572.0,3000.0,,Imported,Imported,Ogba,78000000,SUV,Petrol,Automatic
242,jEY4wdZueJkXmRdkBQ3RDBWhTtXH5oQ,Ford,Edge,2008,Red,Nigerian Used,178202.0,3500.0,,Registered,Registered,Alimosho,5775000,SUV,Petrol,Automatic
243,jEY4wdZys7TDaIzCXFTiCD9myilHjD5,Hyundai,Elantra,2008,Black,Nigerian Used,143790.0,2000.0,,Registered,Imported,Ikotun/Igando,3675000,,Petrol,Automatic
244,jEY4wdZXACIUmnD7XTzq9k2JGcWm4g9,Toyota,Land Cruiser Prado,2013,Gray,Nigerian Used,64466.0,2700.0,LAGOS,Registered,Brand new,Lekki,32625000,SUV,Petrol,Automatic
245,jEY4wdZbCbZO6iGD03PbEP4q0UgABE8,Toyota,Venza,2015,Gray,Foreign Used,247615.0,3500.0,,Imported,Imported,Ilupeju,104000000,SUV,Petrol,Automatic
246,jEY4wdZuDR9qFCXcOzj9ag2YMSn2mJq,Lexus,ES,2007,Black,Nigerian Used,142088.0,3500.0,LAGOS,Registered,Registered,Ikotun/Igando,9000000,,Petrol,Automatic
247,jEY4wdZqI5KtvRSc3baYZYd8gIOHd2p,Hyundai,Sonata,2013,White,Nigerian Used,58982.0,2400.0,,Registered,Registered,Port-Harcourt,7665000,,Petrol,Automatic
248,jEY4wdZPSe7WdBtxmEtjiAxfmk33xWe,Hyundai,Sonata,2015,Orange,Nigerian Used,107756.0,2000.0,ABUJA,Registered,Imported,Enugu,18225000,,Petrol,Automatic
249,jEY4wdZSTcO2pow8ZebBqqH4hthzIJq,BMW,X5,2009,Black,Nigerian Used,207011.0,4000.0,ABUJA,Registered,Registered,Kaduna / Kaduna State,6195000,SUV,Petrol,Automatic
250,jEY4wdZJFGFr13aeMOx1Tq2orhXrgAh,Toyota,Hilux,2022,Blue,Foreign Used,20102.0,4000.0,,Imported,Brand new,Amuwo-Odofin,72800000,Truck,Petrol,Automatic
251,jEY4wdZguoOBbkG8SOgyqgQbT4LXnNq,Toyota,Corolla,2012,Blue,Foreign Used,195470.0,1800.0,,Imported,Imported,Ibadan,10500000,,Petrol,Automatic
252,jEY4wdZs0O6flvgjnpiJBL2RwP4D3iz,Hyundai,Elantra,2015,Burgandy,Nigerian Used,53004.0,1600.0,,Registered,Brand new,Ikorodu,8925000,,Petrol,Automatic
253,jEY4wdZfUxQaP4X80atnTTiY1ehKfsB,Mitsubishi,L200,2009,Blue,Nigerian Used,278787.0,2400.0,,Registered,Registered,Ibadan,3360000,,Petrol,Manual
254,jEY4wdZfpPMo0zza8hDgkD6YaMFfNTW,Toyota,Camry,2007,Blue,Foreign Used,172523.0,2400.0,,Imported,Imported,Alimosho,5250000,,Petrol,Automatic
255,jEY4wdZj7lRCn0486AEBj0rfuxeRvkR,Honda,Civic,2006,Gray,Nigerian Used,155333.0,1800.0,,Registered,Registered,Karu,2992500,,Petrol,Automatic
256,jEY4wdZBrGT8RezF5IoPtAcEVhrxcrk,Mazda,CX-9,2008,Gray,Nigerian Used,153961.0,3700.0,ABUJA,Registered,Registered,Garki 2,7350000,SUV,Petrol,Automatic
257,jlCs49PwRZieZLQQkwGuDZ6AT7mgtt,Lexus,ES,2007,Beige,Nigerian Used,158344.0,3500.0,,Registered,Imported,Mushin,8925000,,Petrol,Automatic
258,jEY4wdZJ39b4PvN8j9G9Dsehkg2y51W,Toyota,Camry,2000,Silver,Nigerian Used,214562.0,2200.0,DELTA,Registered,Registered,Benin City,1995000,,Petrol,Automatic
259,jEY4wdZcswjG20p79tUNu62s7sq3Odd,Toyota,Yaris,2007,Red,Nigerian Used,209123.0,1500.0,ABUJA,Registered,Registered,Garki 2,3465000,,Petrol,Automatic
260,jEY4wdZcFKNbfEBbxRDu3kufUv6epVG,Peugeot,3008,2012,Black,Nigerian Used,93804.0,2000.0,,Registered,Imported,Gudu,8610000,,Petrol,Automatic
261,jEY4wdZWWdzlIkNeV5lKBVAfat9xLqm,Toyota,Corolla,2011,Red,Nigerian Used,243955.0,1800.0,,Registered,Imported,Kosofe,6930000,,Petrol,Automatic
262,jEY4wdZrKf7l247gotkPc2cSKrSCmgd,Honda,Pilot,2006,Gray,Nigerian Used,361048.0,3500.0,Lagos,Registered,Registered,Ilupeju,4200000,SUV,Petrol,Automatic
263,jEY4wdZqFgtZN782ohG8rGz2HMKX1Hy,Nissan,Pathfinder,2004,Black,Nigerian Used,175229.0,3500.0,LAGOS,Registered,Registered,Ibadan,3097500,SUV,Petrol,Automatic
264,jEY4wdZm6COPZBHtzBsslSnjNcWp20a,Hyundai,Sonata,2012,Black,Nigerian Used,178894.0,2000.0,Lagos,Registered,Imported,Ajah,6300000,,Petrol,Automatic
265,jEY4wdZwK5aLe0i4TDgOY7Cc1Mk4BsV,Toyota,Corolla,2010,White,Nigerian Used,148120.0,1800.0,LAGOS,Registered,Registered,Ogba,6760000,,Petrol,Automatic
266,jEY4wdZuGoCIQeJxodNbLcCiDZbILcS,Toyota,Sienna,2012,Gold,Foreign Used,340275.0,2700.0,,Imported,Imported,Ilupeju,14560000,,Petrol,Automatic
267,jEY4we00hbh7UVUqHb1Cpmn1ipitTK1,Toyota,Highlander,2013,Gray,Nigerian Used,342728.0,3500.0,,Registered,Registered,Yaba,17850000,SUV,Petrol,Automatic
268,jEY4wdZqXwJkhCQSxedMdcGSUfbh6eR,Changan,Alsvin,2009,White,Nigerian Used,98839.0,1800.0,,Registered,Registered,Port-Harcourt,2812500,,Petrol,Manual
269,jEY4wdZQs624jW8Zr2Kl1ZOLvt1AQoR,Toyota,Corolla,2013,Gray,Nigerian Used,158445.0,1800.0,Lagos,Registered,Imported,Owerri,8925000,Sedan,Petrol,Automatic
270,jEY4wdZx3JZakjDq7su02b7f1plEnGt,Lexus,ES,2007,Red,Nigerian Used,148112.0,3500.0,,Registered,Registered,Gudu,8925000,,Petrol,Automatic
271,jEY4wdZJEoCPBHofujlvZMPxiiZUP7A,Nissan,Maxima,2006,Red,Nigerian Used,251979.0,3500.0,LAGOS,Registered,Registered,Ojodu,3675000,,Petrol,Automatic
272,jEY4wdZd9ZmdWr2WNbjuOfkcH1qOLRD,Honda,Pilot,2018,Silver,Nigerian Used,63180.0,3500.0,,Registered,Brand new,Lekki,21525000,SUV,Petrol,Automatic
273,jEY4wdZM7LqZPYsGknkAMTchJYhKEny,Toyota,Matrix,2005,Silver,Nigerian Used,232850.0,1800.0,,Registered,Registered,Jabi,5040000,Hatchback,Petrol,Automatic
274,jEY4wdZSpP1xJwG4VTDzwaerhiQ2zs1,Mercedes-Benz,M Class,2011,Gray,Foreign Used,305298.0,3500.0,,Imported,Imported,Gudu,22880000,SUV,Petrol,Automatic
